"county","precinct","district","office","party","candidate","votes"
"Rensselaer","Troy 30","","U.S. Senate","REP","Wendy Long","113"
"Rensselaer","Rensselaer 1","","U.S. Senate","REP","Wendy Long","88"
"Rensselaer","Rensselaer 2","","U.S. Senate","REP","Wendy Long","91"
"Rensselaer","Rensselaer 3","","U.S. Senate","REP","Wendy Long","77"
"Rensselaer","Rensselaer 4","","U.S. Senate","REP","Wendy Long","93"
"Rensselaer","Rensselaer 5","","U.S. Senate","REP","Wendy Long","127"
"Rensselaer","Rensselaer 6","","U.S. Senate","REP","Wendy Long","182"
"Rensselaer","Berlin 1","","U.S. Senate","REP","Wendy Long","182"
"Rensselaer","Berlin 2","","U.S. Senate","REP","Wendy Long","125"
"Rensselaer","Brunswick 1","","U.S. Senate","REP","Wendy Long","300"
"Rensselaer","Brunswick 2","","U.S. Senate","REP","Wendy Long","170"
"Rensselaer","Brunswick 3","","U.S. Senate","REP","Wendy Long","141"
"Rensselaer","Brunswick 4","","U.S. Senate","REP","Wendy Long","242"
"Rensselaer","Brunswick 5","","U.S. Senate","REP","Wendy Long","244"
"Rensselaer","Brunswick 6","","U.S. Senate","REP","Wendy Long","141"
"Rensselaer","Brunswick 7","","U.S. Senate","REP","Wendy Long","51"
"Rensselaer","Brunswick 8","","U.S. Senate","REP","Wendy Long","254"
"Rensselaer","Brunswick 9","","U.S. Senate","REP","Wendy Long","294"
"Rensselaer","Brunswick 10","","U.S. Senate","REP","Wendy Long","123"
"Rensselaer","East Greenbush 1","","U.S. Senate","REP","Wendy Long","279"
"Rensselaer","East Greenbush 2","","U.S. Senate","REP","Wendy Long","303"
"Rensselaer","East Greenbush 3","","U.S. Senate","REP","Wendy Long","148"
"Rensselaer","East Greenbush 4","","U.S. Senate","REP","Wendy Long","148"
"Rensselaer","East Greenbush 5","","U.S. Senate","REP","Wendy Long","73"
"Rensselaer","East Greenbush 6","","U.S. Senate","REP","Wendy Long","263"
"Rensselaer","East Greenbush 7","","U.S. Senate","REP","Wendy Long","194"
"Rensselaer","East Greenbush 8","","U.S. Senate","REP","Wendy Long","193"
"Rensselaer","East Greenbush 9","","U.S. Senate","REP","Wendy Long","119"
"Rensselaer","East Greenbush 10","","U.S. Senate","REP","Wendy Long","163"
"Rensselaer","East Greenbush 11","","U.S. Senate","REP","Wendy Long","212"
"Rensselaer","East Greenbush 12","","U.S. Senate","REP","Wendy Long","83"
"Rensselaer","Grafton 1","","U.S. Senate","REP","Wendy Long","206"
"Rensselaer","Grafton 2","","U.S. Senate","REP","Wendy Long","233"
"Rensselaer","Hoosick 1","","U.S. Senate","REP","Wendy Long","106"
"Rensselaer","Hoosick 2","","U.S. Senate","REP","Wendy Long","236"
"Rensselaer","Hoosick 3","","U.S. Senate","REP","Wendy Long","110"
"Rensselaer","Hoosick 4","","U.S. Senate","REP","Wendy Long","102"
"Rensselaer","Hoosick 5","","U.S. Senate","REP","Wendy Long","95"
"Rensselaer","Hoosick 6","","U.S. Senate","REP","Wendy Long","118"
"Rensselaer","Hoosick 7","","U.S. Senate","REP","Wendy Long","110"
"Rensselaer","Nassau 1","","U.S. Senate","REP","Wendy Long","152"
"Rensselaer","Nassau 2","","U.S. Senate","REP","Wendy Long","314"
"Rensselaer","Nassau 3","","U.S. Senate","REP","Wendy Long","188"
"Rensselaer","Nassau 4","","U.S. Senate","REP","Wendy Long","148"
"Rensselaer","North Greenbush 1","","U.S. Senate","REP","Wendy Long","115"
"Rensselaer","North Greenbush 2","","U.S. Senate","REP","Wendy Long","272"
"Rensselaer","North Greenbush 3","","U.S. Senate","REP","Wendy Long","169"
"Rensselaer","North Greenbush 4","","U.S. Senate","REP","Wendy Long","385"
"Rensselaer","North Greenbush 5","","U.S. Senate","REP","Wendy Long","243"
"Rensselaer","North Greenbush 6","","U.S. Senate","REP","Wendy Long","228"
"Rensselaer","North Greenbush 7","","U.S. Senate","REP","Wendy Long","170"
"Rensselaer","North Greenbush 8","","U.S. Senate","REP","Wendy Long","250"
"Rensselaer","Petersburgh 1","","U.S. Senate","REP","Wendy Long","260"
"Rensselaer","Pittstown 1","","U.S. Senate","REP","Wendy Long","148"
"Rensselaer","Pittstown 2","","U.S. Senate","REP","Wendy Long","175"
"Rensselaer","Pittstown 3","","U.S. Senate","REP","Wendy Long","271"
"Rensselaer","Pittstown 4","","U.S. Senate","REP","Wendy Long","248"
"Rensselaer","Pittstown 5","","U.S. Senate","REP","Wendy Long","194"
"Rensselaer","Pittstown 6","","U.S. Senate","REP","Wendy Long","124"
"Rensselaer","Poestenkill 1","","U.S. Senate","REP","Wendy Long","123"
"Rensselaer","Poestenkill 2","","U.S. Senate","REP","Wendy Long","294"
"Rensselaer","Poestenkill 3","","U.S. Senate","REP","Wendy Long","97"
"Rensselaer","Poestenkill 4","","U.S. Senate","REP","Wendy Long","239"
"Rensselaer","Sand Lake 1","","U.S. Senate","REP","Wendy Long","424"
"Rensselaer","Sand Lake 2","","U.S. Senate","REP","Wendy Long","264"
"Rensselaer","Sand Lake 3","","U.S. Senate","REP","Wendy Long","279"
"Rensselaer","Sand Lake 4","","U.S. Senate","REP","Wendy Long","89"
"Rensselaer","Sand Lake 5","","U.S. Senate","REP","Wendy Long","154"
"Rensselaer","Sand Lake 6","","U.S. Senate","REP","Wendy Long","124"
"Rensselaer","Schaghticoke 1","","U.S. Senate","REP","Wendy Long","264"
"Rensselaer","Schaghticoke 2","","U.S. Senate","REP","Wendy Long","76"
"Rensselaer","Schaghticoke 3","","U.S. Senate","REP","Wendy Long","220"
"Rensselaer","Schaghticoke 4","","U.S. Senate","REP","Wendy Long","122"
"Rensselaer","Schaghticoke 5","","U.S. Senate","REP","Wendy Long","117"
"Rensselaer","Schaghticoke 6","","U.S. Senate","REP","Wendy Long","242"
"Rensselaer","Schaghticoke 7","","U.S. Senate","REP","Wendy Long","244"
"Rensselaer","Schodack 1","","U.S. Senate","REP","Wendy Long","185"
"Rensselaer","Schodack 2","","U.S. Senate","REP","Wendy Long","130"
"Rensselaer","Schodack 3","","U.S. Senate","REP","Wendy Long","196"
"Rensselaer","Schodack 4","","U.S. Senate","REP","Wendy Long","267"
"Rensselaer","Schodack 5","","U.S. Senate","REP","Wendy Long","112"
"Rensselaer","Schodack 6","","U.S. Senate","REP","Wendy Long","248"
"Rensselaer","Schodack 7","","U.S. Senate","REP","Wendy Long","240"
"Rensselaer","Schodack 8","","U.S. Senate","REP","Wendy Long","239"
"Rensselaer","Schodack 9","","U.S. Senate","REP","Wendy Long","120"
"Rensselaer","Schodack 10","","U.S. Senate","REP","Wendy Long","159"
"Rensselaer","Schodack 11","","U.S. Senate","REP","Wendy Long","203"
"Rensselaer","Stephentown 1","","U.S. Senate","REP","Wendy Long","199"
"Rensselaer","Stephentown 2","","U.S. Senate","REP","Wendy Long","234"
"Rensselaer","Troy 1","","U.S. Senate","CON","Wendy Long","28"
"Rensselaer","Troy 2","","U.S. Senate","CON","Wendy Long","20"
"Rensselaer","Troy 3","","U.S. Senate","CON","Wendy Long","26"
"Rensselaer","Troy 4","","U.S. Senate","CON","Wendy Long","35"
"Rensselaer","Troy 5","","U.S. Senate","CON","Wendy Long","22"
"Rensselaer","Troy 6","","U.S. Senate","CON","Wendy Long","25"
"Rensselaer","Troy 7","","U.S. Senate","CON","Wendy Long","26"
"Rensselaer","Troy 8","","U.S. Senate","CON","Wendy Long","25"
"Rensselaer","Troy 9","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Troy 10","","U.S. Senate","CON","Wendy Long","12"
"Rensselaer","Troy 11","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Troy 12","","U.S. Senate","CON","Wendy Long","14"
"Rensselaer","Troy 13","","U.S. Senate","CON","Wendy Long","18"
"Rensselaer","Troy 14","","U.S. Senate","CON","Wendy Long","27"
"Rensselaer","Troy 15","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Troy 16","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Troy 17","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Troy 18","","U.S. Senate","CON","Wendy Long","16"
"Rensselaer","Troy 19","","U.S. Senate","CON","Wendy Long","22"
"Rensselaer","Troy 20","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Troy 21","","U.S. Senate","CON","Wendy Long","23"
"Rensselaer","Troy 22","","U.S. Senate","CON","Wendy Long","32"
"Rensselaer","Troy 23","","U.S. Senate","CON","Wendy Long","11"
"Rensselaer","Troy 24","","U.S. Senate","CON","Wendy Long","36"
"Rensselaer","Troy 25","","U.S. Senate","CON","Wendy Long","22"
"Rensselaer","Troy 26","","U.S. Senate","CON","Wendy Long","24"
"Rensselaer","Troy 27","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Troy 28","","U.S. Senate","CON","Wendy Long","7"
"Rensselaer","Troy 29","","U.S. Senate","CON","Wendy Long","19"
"Rensselaer","Troy 30","","U.S. Senate","CON","Wendy Long","26"
"Rensselaer","Rensselaer 1","","U.S. Senate","CON","Wendy Long","23"
"Rensselaer","Rensselaer 2","","U.S. Senate","CON","Wendy Long","17"
"Rensselaer","Rensselaer 3","","U.S. Senate","CON","Wendy Long","17"
"Rensselaer","Rensselaer 4","","U.S. Senate","CON","Wendy Long","16"
"Rensselaer","Rensselaer 5","","U.S. Senate","CON","Wendy Long","19"
"Rensselaer","Rensselaer 6","","U.S. Senate","CON","Wendy Long","29"
"Rensselaer","Berlin 1","","U.S. Senate","CON","Wendy Long","34"
"Rensselaer","Berlin 2","","U.S. Senate","CON","Wendy Long","27"
"Rensselaer","Brunswick 1","","U.S. Senate","CON","Wendy Long","62"
"Rensselaer","Brunswick 2","","U.S. Senate","CON","Wendy Long","39"
"Rensselaer","Brunswick 3","","U.S. Senate","CON","Wendy Long","35"
"Rensselaer","Brunswick 4","","U.S. Senate","CON","Wendy Long","43"
"Rensselaer","Brunswick 5","","U.S. Senate","CON","Wendy Long","67"
"Rensselaer","Brunswick 6","","U.S. Senate","CON","Wendy Long","34"
"Rensselaer","Brunswick 7","","U.S. Senate","CON","Wendy Long","10"
"Rensselaer","Brunswick 8","","U.S. Senate","CON","Wendy Long","59"
"Rensselaer","Brunswick 9","","U.S. Senate","CON","Wendy Long","82"
"Rensselaer","Brunswick 10","","U.S. Senate","CON","Wendy Long","36"
"Rensselaer","East Greenbush 1","","U.S. Senate","CON","Wendy Long","69"
"Rensselaer","East Greenbush 2","","U.S. Senate","CON","Wendy Long","54"
"Rensselaer","East Greenbush 3","","U.S. Senate","CON","Wendy Long","35"
"Rensselaer","East Greenbush 4","","U.S. Senate","CON","Wendy Long","21"
"Rensselaer","East Greenbush 5","","U.S. Senate","CON","Wendy Long","19"
"Rensselaer","East Greenbush 6","","U.S. Senate","CON","Wendy Long","57"
"Rensselaer","East Greenbush 7","","U.S. Senate","CON","Wendy Long","46"
"Rensselaer","East Greenbush 8","","U.S. Senate","CON","Wendy Long","40"
"Rensselaer","East Greenbush 9","","U.S. Senate","CON","Wendy Long","30"
"Rensselaer","East Greenbush 10","","U.S. Senate","CON","Wendy Long","32"
"Rensselaer","East Greenbush 11","","U.S. Senate","CON","Wendy Long","44"
"Rensselaer","East Greenbush 12","","U.S. Senate","CON","Wendy Long","19"
"Rensselaer","Grafton 1","","U.S. Senate","CON","Wendy Long","63"
"Rensselaer","Grafton 2","","U.S. Senate","CON","Wendy Long","58"
"Rensselaer","Hoosick 1","","U.S. Senate","CON","Wendy Long","18"
"Rensselaer","Hoosick 2","","U.S. Senate","CON","Wendy Long","39"
"Rensselaer","Hoosick 3","","U.S. Senate","CON","Wendy Long","31"
"Rensselaer","Hoosick 4","","U.S. Senate","CON","Wendy Long","18"
"Rensselaer","Hoosick 5","","U.S. Senate","CON","Wendy Long","16"
"Rensselaer","Hoosick 6","","U.S. Senate","CON","Wendy Long","15"
"Rensselaer","Hoosick 7","","U.S. Senate","CON","Wendy Long","34"
"Rensselaer","Nassau 1","","U.S. Senate","CON","Wendy Long","21"
"Rensselaer","Nassau 2","","U.S. Senate","CON","Wendy Long","87"
"Rensselaer","Nassau 3","","U.S. Senate","CON","Wendy Long","48"
"Rensselaer","Nassau 4","","U.S. Senate","CON","Wendy Long","18"
"Rensselaer","North Greenbush 1","","U.S. Senate","CON","Wendy Long","36"
"Rensselaer","North Greenbush 2","","U.S. Senate","CON","Wendy Long","47"
"Rensselaer","North Greenbush 3","","U.S. Senate","CON","Wendy Long","42"
"Rensselaer","North Greenbush 4","","U.S. Senate","CON","Wendy Long","64"
"Rensselaer","North Greenbush 5","","U.S. Senate","CON","Wendy Long","50"
"Rensselaer","North Greenbush 6","","U.S. Senate","CON","Wendy Long","42"
"Rensselaer","North Greenbush 7","","U.S. Senate","CON","Wendy Long","51"
"Rensselaer","North Greenbush 8","","U.S. Senate","CON","Wendy Long","58"
"Rensselaer","Petersburgh 1","","U.S. Senate","CON","Wendy Long","46"
"Rensselaer","Pittstown 1","","U.S. Senate","CON","Wendy Long","28"
"Rensselaer","Pittstown 2","","U.S. Senate","CON","Wendy Long","38"
"Rensselaer","Pittstown 3","","U.S. Senate","CON","Wendy Long","44"
"Rensselaer","Pittstown 4","","U.S. Senate","CON","Wendy Long","46"
"Rensselaer","Pittstown 5","","U.S. Senate","CON","Wendy Long","33"
"Rensselaer","Pittstown 6","","U.S. Senate","CON","Wendy Long","38"
"Rensselaer","Poestenkill 1","","U.S. Senate","CON","Wendy Long","20"
"Rensselaer","Poestenkill 2","","U.S. Senate","CON","Wendy Long","74"
"Rensselaer","Poestenkill 3","","U.S. Senate","CON","Wendy Long","17"
"Rensselaer","Poestenkill 4","","U.S. Senate","CON","Wendy Long","53"
"Rensselaer","Sand Lake 1","","U.S. Senate","CON","Wendy Long","100"
"Rensselaer","Sand Lake 2","","U.S. Senate","CON","Wendy Long","77"
"Rensselaer","Sand Lake 3","","U.S. Senate","CON","Wendy Long","68"
"Rensselaer","Sand Lake 4","","U.S. Senate","CON","Wendy Long","35"
"Rensselaer","Sand Lake 5","","U.S. Senate","CON","Wendy Long","39"
"Rensselaer","Sand Lake 6","","U.S. Senate","CON","Wendy Long","22"
"Rensselaer","Schaghticoke 1","","U.S. Senate","CON","Wendy Long","90"
"Rensselaer","Schaghticoke 2","","U.S. Senate","CON","Wendy Long","18"
"Rensselaer","Schaghticoke 3","","U.S. Senate","CON","Wendy Long","65"
"Rensselaer","Schaghticoke 4","","U.S. Senate","CON","Wendy Long","27"
"Rensselaer","Schaghticoke 5","","U.S. Senate","CON","Wendy Long","23"
"Rensselaer","Schaghticoke 6","","U.S. Senate","CON","Wendy Long","50"
"Rensselaer","Schaghticoke 7","","U.S. Senate","CON","Wendy Long","66"
"Rensselaer","Schodack 1","","U.S. Senate","CON","Wendy Long","25"
"Rensselaer","Schodack 2","","U.S. Senate","CON","Wendy Long","22"
"Rensselaer","Schodack 3","","U.S. Senate","CON","Wendy Long","51"
"Rensselaer","Schodack 4","","U.S. Senate","CON","Wendy Long","43"
"Rensselaer","Schodack 5","","U.S. Senate","CON","Wendy Long","23"
"Rensselaer","Schodack 6","","U.S. Senate","CON","Wendy Long","55"
"Rensselaer","Schodack 7","","U.S. Senate","CON","Wendy Long","57"
"Rensselaer","Schodack 8","","U.S. Senate","CON","Wendy Long","67"
"Rensselaer","Schodack 9","","U.S. Senate","CON","Wendy Long","23"
"Rensselaer","Schodack 10","","U.S. Senate","CON","Wendy Long","19"
"Rensselaer","Schodack 11","","U.S. Senate","CON","Wendy Long","39"
"Rensselaer","Stephentown 1","","U.S. Senate","CON","Wendy Long","30"
"Rensselaer","Stephentown 2","","U.S. Senate","CON","Wendy Long","57"
"Rensselaer","Troy 1","","U.S. Senate","GRE","Robin Laverne Wilson","2"
"Rensselaer","Troy 2","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Troy 3","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Troy 4","","U.S. Senate","GRE","Robin Laverne Wilson","19"
"Rensselaer","Troy 5","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","Troy 6","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","Troy 7","","U.S. Senate","GRE","Robin Laverne Wilson","15"
"Rensselaer","Troy 8","","U.S. Senate","GRE","Robin Laverne Wilson","18"
"Rensselaer","Troy 9","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Troy 10","","U.S. Senate","GRE","Robin Laverne Wilson","13"
"Rensselaer","Troy 11","","U.S. Senate","GRE","Robin Laverne Wilson","36"
"Rensselaer","Troy 12","","U.S. Senate","GRE","Robin Laverne Wilson","12"
"Rensselaer","Troy 13","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","Troy 14","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Troy 15","","U.S. Senate","GRE","Robin Laverne Wilson","19"
"Rensselaer","Troy 16","","U.S. Senate","GRE","Robin Laverne Wilson","28"
"Rensselaer","Troy 17","","U.S. Senate","GRE","Robin Laverne Wilson","24"
"Rensselaer","Troy 18","","U.S. Senate","GRE","Robin Laverne Wilson","43"
"Rensselaer","Troy 19","","U.S. Senate","GRE","Robin Laverne Wilson","24"
"Rensselaer","Troy 20","","U.S. Senate","GRE","Robin Laverne Wilson","20"
"Rensselaer","Troy 21","","U.S. Senate","GRE","Robin Laverne Wilson","6"
"Rensselaer","Troy 22","","U.S. Senate","GRE","Robin Laverne Wilson","17"
"Rensselaer","Troy 23","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Troy 24","","U.S. Senate","GRE","Robin Laverne Wilson","13"
"Rensselaer","Troy 25","","U.S. Senate","GRE","Robin Laverne Wilson","12"
"Rensselaer","Troy 26","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Troy 27","","U.S. Senate","GRE","Robin Laverne Wilson","8"
"Rensselaer","Troy 28","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","Troy 29","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","Troy 30","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","Rensselaer 1","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","Rensselaer 2","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","Rensselaer 3","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","Rensselaer 4","","U.S. Senate","GRE","Robin Laverne Wilson","6"
"Rensselaer","Rensselaer 5","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","Rensselaer 6","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","Berlin 1","","U.S. Senate","GRE","Robin Laverne Wilson","14"
"Rensselaer","Berlin 2","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","Brunswick 1","","U.S. Senate","GRE","Robin Laverne Wilson","24"
"Rensselaer","Brunswick 2","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Brunswick 3","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Brunswick 4","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Brunswick 5","","U.S. Senate","GRE","Robin Laverne Wilson","17"
"Rensselaer","Brunswick 6","","U.S. Senate","GRE","Robin Laverne Wilson","14"
"Rensselaer","Brunswick 7","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Brunswick 8","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","Brunswick 9","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Brunswick 10","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","East Greenbush 1","","U.S. Senate","GRE","Robin Laverne Wilson","14"
"Rensselaer","East Greenbush 2","","U.S. Senate","GRE","Robin Laverne Wilson","8"
"Rensselaer","East Greenbush 3","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","East Greenbush 4","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","East Greenbush 5","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","East Greenbush 6","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","East Greenbush 7","","U.S. Senate","GRE","Robin Laverne Wilson","6"
"Rensselaer","East Greenbush 8","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","East Greenbush 9","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","East Greenbush 10","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","East Greenbush 11","","U.S. Senate","GRE","Robin Laverne Wilson","8"
"Rensselaer","East Greenbush 12","","U.S. Senate","GRE","Robin Laverne Wilson","0"
"Rensselaer","Grafton 1","","U.S. Senate","GRE","Robin Laverne Wilson","14"
"Rensselaer","Grafton 2","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Hoosick 1","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Hoosick 2","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Hoosick 3","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Hoosick 4","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Hoosick 5","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Hoosick 6","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Hoosick 7","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Nassau 1","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Nassau 2","","U.S. Senate","GRE","Robin Laverne Wilson","12"
"Rensselaer","Nassau 3","","U.S. Senate","GRE","Robin Laverne Wilson","18"
"Rensselaer","Nassau 4","","U.S. Senate","GRE","Robin Laverne Wilson","14"
"Rensselaer","North Greenbush 1","","U.S. Senate","GRE","Robin Laverne Wilson","8"
"Rensselaer","North Greenbush 2","","U.S. Senate","GRE","Robin Laverne Wilson","21"
"Rensselaer","North Greenbush 3","","U.S. Senate","GRE","Robin Laverne Wilson","8"
"Rensselaer","North Greenbush 4","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","North Greenbush 5","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","North Greenbush 6","","U.S. Senate","GRE","Robin Laverne Wilson","6"
"Rensselaer","North Greenbush 7","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","North Greenbush 8","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Petersburgh 1","","U.S. Senate","GRE","Robin Laverne Wilson","16"
"Rensselaer","Pittstown 1","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Pittstown 2","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Pittstown 3","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Pittstown 4","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Pittstown 5","","U.S. Senate","GRE","Robin Laverne Wilson","2"
"Rensselaer","Pittstown 6","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Poestenkill 1","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Poestenkill 2","","U.S. Senate","GRE","Robin Laverne Wilson","17"
"Rensselaer","Poestenkill 3","","U.S. Senate","GRE","Robin Laverne Wilson","2"
"Rensselaer","Poestenkill 4","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","Sand Lake 1","","U.S. Senate","GRE","Robin Laverne Wilson","36"
"Rensselaer","Sand Lake 2","","U.S. Senate","GRE","Robin Laverne Wilson","10"
"Rensselaer","Sand Lake 3","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","Sand Lake 4","","U.S. Senate","GRE","Robin Laverne Wilson","2"
"Rensselaer","Sand Lake 5","","U.S. Senate","GRE","Robin Laverne Wilson","11"
"Rensselaer","Sand Lake 6","","U.S. Senate","GRE","Robin Laverne Wilson","8"
"Rensselaer","Schaghticoke 1","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","Schaghticoke 2","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Schaghticoke 3","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Schaghticoke 4","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Schaghticoke 5","","U.S. Senate","GRE","Robin Laverne Wilson","6"
"Rensselaer","Schaghticoke 6","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Schaghticoke 7","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Schodack 1","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","Schodack 2","","U.S. Senate","GRE","Robin Laverne Wilson","4"
"Rensselaer","Schodack 3","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Schodack 4","","U.S. Senate","GRE","Robin Laverne Wilson","8"
"Rensselaer","Schodack 5","","U.S. Senate","GRE","Robin Laverne Wilson","7"
"Rensselaer","Schodack 6","","U.S. Senate","GRE","Robin Laverne Wilson","14"
"Rensselaer","Schodack 7","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Schodack 8","","U.S. Senate","GRE","Robin Laverne Wilson","9"
"Rensselaer","Schodack 9","","U.S. Senate","GRE","Robin Laverne Wilson","3"
"Rensselaer","Schodack 10","","U.S. Senate","GRE","Robin Laverne Wilson","12"
"Rensselaer","Schodack 11","","U.S. Senate","GRE","Robin Laverne Wilson","5"
"Rensselaer","Stephentown 1","","U.S. Senate","GRE","Robin Laverne Wilson","12"
"Rensselaer","Stephentown 2","","U.S. Senate","GRE","Robin Laverne Wilson","12"
"Rensselaer","Troy 1","","U.S. Senate","WOR","Charles E. Schumer","16"
"Rensselaer","Troy 2","","U.S. Senate","WOR","Charles E. Schumer","16"
"Rensselaer","Troy 3","","U.S. Senate","WOR","Charles E. Schumer","22"
"Rensselaer","Troy 4","","U.S. Senate","WOR","Charles E. Schumer","18"
"Rensselaer","Troy 5","","U.S. Senate","WOR","Charles E. Schumer","17"
"Rensselaer","Troy 6","","U.S. Senate","WOR","Charles E. Schumer","29"
"Rensselaer","Troy 7","","U.S. Senate","WOR","Charles E. Schumer","37"
"Rensselaer","Troy 8","","U.S. Senate","WOR","Charles E. Schumer","26"
"Rensselaer","Troy 9","","U.S. Senate","WOR","Charles E. Schumer","23"
"Rensselaer","Troy 10","","U.S. Senate","WOR","Charles E. Schumer","26"
"Rensselaer","Troy 11","","U.S. Senate","WOR","Charles E. Schumer","36"
"Rensselaer","Troy 12","","U.S. Senate","WOR","Charles E. Schumer","25"
"Rensselaer","Troy 13","","U.S. Senate","WOR","Charles E. Schumer","30"
"Rensselaer","Troy 14","","U.S. Senate","WOR","Charles E. Schumer","19"
"Rensselaer","Troy 15","","U.S. Senate","WOR","Charles E. Schumer","15"
"Rensselaer","Troy 16","","U.S. Senate","WOR","Charles E. Schumer","26"
"Rensselaer","Troy 17","","U.S. Senate","WOR","Charles E. Schumer","24"
"Rensselaer","Troy 18","","U.S. Senate","WOR","Charles E. Schumer","33"
"Rensselaer","Troy 19","","U.S. Senate","WOR","Charles E. Schumer","38"
"Rensselaer","Troy 20","","U.S. Senate","WOR","Charles E. Schumer","36"
"Rensselaer","Troy 21","","U.S. Senate","WOR","Charles E. Schumer","27"
"Rensselaer","Troy 22","","U.S. Senate","WOR","Charles E. Schumer","26"
"Rensselaer","Troy 23","","U.S. Senate","WOR","Charles E. Schumer","11"
